2.000000e+00 2.017570e-02
2.100000e+00 5.120140e-02
2.200000e+00 8.963850e-02
2.300000e+00 1.257240e-01
2.400000e+00 1.558000e-01
2.500000e+00 2.025050e-01
2.600000e+00 2.320880e-01
2.700000e+00 3.334470e-01
2.800000e+00 3.349540e-01
2.900000e+00 4.237170e-01
3.000000e+00 4.196420e-01
3.100000e+00 4.230910e-01
3.200000e+00 4.523410e-01
3.300000e+00 3.643720e-01
3.400000e+00 1.837830e-01
3.500000e+00 4.229380e-02
3.600000e+00 3.679960e-02
3.700000e+00 3.273170e-02
3.800000e+00 5.401130e-02
3.900000e+00 2.088890e-02
4.000000e+00 1.080040e-02
